SH,0.95,30,"[0.16, 0.36, 0.45, 0.03]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.95,30,"[0.03, 0.52, 0.41, 0.04]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],3
BS,0.99,30,"[0.19, 0.29, 0.13, 0.38]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.24, 0.38, 0.16, 0.22]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",3
PD,0.99,30,"[0.28, 0.12, 0.22, 0.38]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],4
BS,0.95,30,"[0.2, 0.14, 0.32, 0.34]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.12, 0.09, 0.31, 0.47]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",3
PD,0.95,30,"[0.18, 0.38, 0.27, 0.17]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],12
BS,0.99,30,"[0.33, 0.26, 0.25, 0.15]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.23, 0.32, 0.36, 0.09]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.99,30,"[0.28, 0.07, 0.14, 0.51]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],4
BS,0.95,30,"[0.26, 0.45, 0.01, 0.28]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.3, 0.33, 0.17, 0.2]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",3
PD,0.95,30,"[0.17, 0.34, 0.03, 0.45]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],2
